date,district,Average of centy,Average of centx
2017-11-01,Qandala,11.06016,50.08869
2017-12-01,Qandala,11.06016,50.08869
2018-01-01,Qandala,11.06016,50.08869
2018-02-01,Qandala,11.06016,50.08869
2018-03-01,Qandala,11.06016,50.08869
2018-04-01,Qandala,11.06016,50.08869
2018-05-01,Qandala,11.06016,50.08869
2018-06-01,Qandala,11.06016,50.08869
2018-07-01,Qandala,11.06016,50.08869
2018-08-01,Qandala,11.06016,50.08869
2018-09-01,Qandala,11.06016,50.08869
2018-10-01,Qandala,11.06016,50.08869
2018-11-01,Qandala,11.06016,50.08869
2018-12-01,Qandala,11.06016,50.08869
2019-01-01,Qandala,11.06016,50.08869
2019-02-01,Qandala,11.06016,50.08869
2019-03-01,Qandala,11.06016,50.08869
2019-04-01,Qandala,11.06016,50.08869
2019-05-01,Qandala,11.06016,50.08869
2019-06-01,Qandala,11.06016,50.08869
2019-07-01,Qandala,11.06016,50.08869
2019-08-01,Qandala,11.06016,50.08869
2019-09-01,Qandala,11.06016,50.08869
2019-10-01,Qandala,11.06016,50.08869
2019-11-01,Qandala,11.06016,50.08869
2019-12-01,Qandala,11.06016,50.08869
2020-01-01,Qandala,11.06016,50.08869
2020-02-01,Qandala,11.06016,50.08869
2016-02-01,Qansax Dheere,2.81513,42.84011
2016-03-01,Qansax Dheere,2.81513,42.84011
2016-04-01,Qansax Dheere,2.81513,42.84011
2016-05-01,Qansax Dheere,2.81513,42.84011
2016-06-01,Qansax Dheere,2.81513,42.84011
2016-07-01,Qansax Dheere,2.81513,42.84011
2016-08-01,Qansax Dheere,2.81513,42.84011
2016-09-01,Qansax Dheere,2.81513,42.84011
2016-10-01,Qansax Dheere,2.81513,42.84011
2016-11-01,Qansax Dheere,2.81513,42.84011
2016-12-01,Qansax Dheere,2.81513,42.84011
2017-01-01,Qansax Dheere,2.81513,42.84011
2017-02-01,Qansax Dheere,2.81513,42.84011
2017-03-01,Qansax Dheere,2.81513,42.84011
2017-04-01,Qansax Dheere,2.81513,42.84011
2017-05-01,Qansax Dheere,2.81513,42.84011
2017-06-01,Qansax Dheere,2.81513,42.84011
2017-07-01,Qansax Dheere,2.81513,42.84011
2017-08-01,Qansax Dheere,2.81513,42.84011
2017-09-01,Qansax Dheere,2.81513,42.84011
2017-10-01,Qansax Dheere,2.81513,42.84011
2017-11-01,Qansax Dheere,2.81513,42.84011
2017-12-01,Qansax Dheere,2.81513,42.84011
2018-01-01,Qansax Dheere,2.81513,42.84011
2018-02-01,Qansax Dheere,2.81513,42.84011
2018-03-01,Qansax Dheere,2.81513,42.84011
2018-04-01,Qansax Dheere,2.81513,42.84011
2018-05-01,Qansax Dheere,2.81513,42.84011
2018-06-01,Qansax Dheere,2.81513,42.84011
2018-07-01,Qansax Dheere,2.81513,42.84011
2018-08-01,Qansax Dheere,2.81513,42.84011
2018-09-01,Qansax Dheere,2.81513,42.84011
2018-10-01,Qansax Dheere,2.81513,42.84011
2018-11-01,Qansax Dheere,2.81513,42.84011
2018-12-01,Qansax Dheere,2.81513,42.84011
2019-01-01,Qansax Dheere,2.81513,42.84011
2019-02-01,Qansax Dheere,2.81513,42.84011
2019-03-01,Qansax Dheere,2.81513,42.84011
2019-04-01,Qansax Dheere,2.81513,42.84011
2019-05-01,Qansax Dheere,2.81513,42.84011
2019-06-01,Qansax Dheere,2.81513,42.84011
2019-07-01,Qansax Dheere,2.81513,42.84011
2019-08-01,Qansax Dheere,2.81513,42.84011
2019-09-01,Qansax Dheere,2.81513,42.84011
2019-10-01,Qansax Dheere,2.81513,42.84011
2019-11-01,Qansax Dheere,2.81513,42.84011
2019-12-01,Qansax Dheere,2.81513,42.84011
2020-01-01,Qansax Dheere,2.81513,42.84011
2020-02-01,Qansax Dheere,2.81513,42.84011
2016-02-01,Qardho,9.502092,49.50765
2016-03-01,Qardho,9.502092,49.50765
2016-04-01,Qardho,9.502092,49.50765
2016-05-01,Qardho,9.502092,49.50765
2016-06-01,Qardho,9.502092,49.50765
2016-07-01,Qardho,9.502092,49.50765
2016-08-01,Qardho,9.502092,49.50765
2016-09-01,Qardho,9.502092,49.50765
2016-10-01,Qardho,9.502092,49.50765
2016-11-01,Qardho,9.502092,49.50765
2016-12-01,Qardho,9.502092,49.50765
2017-01-01,Qardho,9.502092,49.50765
2017-02-01,Qardho,9.502092,49.50765
2017-03-01,Qardho,9.502092,49.50765
2017-04-01,Qardho,9.502092,49.50765
2017-05-01,Qardho,9.502092,49.50765
2017-06-01,Qardho,9.502092,49.50765
2017-07-01,Qardho,9.502092,49.50765
2017-08-01,Qardho,9.502092,49.50765
2017-09-01,Qardho,9.502092,49.50765
2017-10-01,Qardho,9.502092,49.50765
2017-11-01,Qardho,9.502092,49.50765
2017-12-01,Qardho,9.502092,49.50765
2018-01-01,Qardho,9.502092,49.50765
2018-02-01,Qardho,9.502092,49.50765
2018-03-01,Qardho,9.502092,49.50765
2018-04-01,Qardho,9.502092,49.50765
2018-05-01,Qardho,9.502092,49.50765
2018-06-01,Qardho,9.502092,49.50765
2018-07-01,Qardho,9.502092,49.50765
2018-08-01,Qardho,9.502092,49.50765
2018-09-01,Qardho,9.502092,49.50765
2018-10-01,Qardho,9.502092,49.50765
2018-11-01,Qardho,9.502092,49.50765
2018-12-01,Qardho,9.502092,49.50765
2019-01-01,Qardho,9.502092,49.50765
2019-02-01,Qardho,9.502092,49.50765
2019-03-01,Qardho,9.502092,49.50765
2019-04-01,Qardho,9.502092,49.50765
2019-05-01,Qardho,9.502092,49.50765
2019-06-01,Qardho,9.502092,49.50765
2019-07-01,Qardho,9.502092,49.50765
2019-08-01,Qardho,9.502092,49.50765
2019-09-01,Qardho,9.502092,49.50765
2019-10-01,Qardho,9.502092,49.50765
2019-11-01,Qardho,9.502092,49.50765
2019-12-01,Qardho,9.502092,49.50765
2020-01-01,Qardho,9.502092,49.50765
2020-02-01,Qardho,9.502092,49.50765
2016-02-01,Qoryooley,1.934555,44.44943
2016-03-01,Qoryooley,1.934555,44.44943
2016-04-01,Qoryooley,1.934555,44.44943
2016-05-01,Qoryooley,1.934555,44.44943
2016-06-01,Qoryooley,1.934555,44.44943
2016-07-01,Qoryooley,1.934555,44.44943
2016-08-01,Qoryooley,1.934555,44.44943
2016-09-01,Qoryooley,1.934555,44.44943
2016-10-01,Qoryooley,1.934555,44.44943
2016-11-01,Qoryooley,1.934555,44.44943
2016-12-01,Qoryooley,1.934555,44.44943
2017-01-01,Qoryooley,1.934555,44.44943
2017-02-01,Qoryooley,1.934555,44.44943
2017-03-01,Qoryooley,1.934555,44.44943
2017-04-01,Qoryooley,1.934555,44.44943
2017-05-01,Qoryooley,1.934555,44.44943
2017-06-01,Qoryooley,1.934555,44.44943
2017-07-01,Qoryooley,1.934555,44.44943
2017-08-01,Qoryooley,1.934555,44.44943
2017-09-01,Qoryooley,1.934555,44.44943
2017-10-01,Qoryooley,1.934555,44.44943
2017-11-01,Qoryooley,1.934555,44.44943
2017-12-01,Qoryooley,1.934555,44.44943
2018-01-01,Qoryooley,1.934555,44.44943
2018-02-01,Qoryooley,1.934555,44.44943
2018-03-01,Qoryooley,1.934555,44.44943
2018-04-01,Qoryooley,1.934555,44.44943
2018-05-01,Qoryooley,1.934555,44.44943
2018-06-01,Qoryooley,1.934555,44.44943
2018-07-01,Qoryooley,1.934555,44.44943
2018-08-01,Qoryooley,1.934555,44.44943
2018-09-01,Qoryooley,1.934555,44.44943
2018-10-01,Qoryooley,1.934555,44.44943
2018-11-01,Qoryooley,1.934555,44.44943
2018-12-01,Qoryooley,1.934555,44.44943
2019-01-01,Qoryooley,1.934555,44.44943
2019-02-01,Qoryooley,1.934555,44.44943
2019-03-01,Qoryooley,1.934555,44.44943
2019-04-01,Qoryooley,1.934555,44.44943
2019-05-01,Qoryooley,1.934555,44.44943
2019-06-01,Qoryooley,1.934555,44.44943
2019-07-01,Qoryooley,1.934555,44.44943
2019-08-01,Qoryooley,1.934555,44.44943
2019-09-01,Qoryooley,1.934555,44.44943
2019-10-01,Qoryooley,1.934555,44.44943
2019-11-01,Qoryooley,1.934555,44.44943
2019-12-01,Qoryooley,1.934555,44.44943
2020-01-01,Qoryooley,1.934555,44.44943
2020-02-01,Qoryooley,1.934555,44.44943
2016-02-01,Rab Dhuure,4.243281,43.21162
2016-03-01,Rab Dhuure,4.243281,43.21162
2016-04-01,Rab Dhuure,4.243281,43.21162
2016-05-01,Rab Dhuure,4.243281,43.21162
2016-06-01,Rab Dhuure,4.243281,43.21162
2016-07-01,Rab Dhuure,4.243281,43.21162
2016-08-01,Rab Dhuure,4.243281,43.21162
2016-09-01,Rab Dhuure,4.243281,43.21162
2016-10-01,Rab Dhuure,4.243281,43.21162
2016-11-01,Rab Dhuure,4.243281,43.21162
2016-12-01,Rab Dhuure,4.243281,43.21162
2017-01-01,Rab Dhuure,4.243281,43.21162
2017-02-01,Rab Dhuure,4.243281,43.21162
2017-03-01,Rab Dhuure,4.243281,43.21162
2017-04-01,Rab Dhuure,4.243281,43.21162
2017-05-01,Rab Dhuure,4.243281,43.21162
2017-06-01,Rab Dhuure,4.243281,43.21162
2017-07-01,Rab Dhuure,4.243281,43.21162
2017-08-01,Rab Dhuure,4.243281,43.21162
2017-09-01,Rab Dhuure,4.243281,43.21162
2017-10-01,Rab Dhuure,4.243281,43.21162
2017-11-01,Rab Dhuure,4.243281,43.21162
2017-12-01,Rab Dhuure,4.243281,43.21162
2018-01-01,Rab Dhuure,4.243281,43.21162
2018-02-01,Rab Dhuure,4.243281,43.21162
2018-03-01,Rab Dhuure,4.243281,43.21162
2018-04-01,Rab Dhuure,4.243281,43.21162
2018-05-01,Rab Dhuure,4.243281,43.21162
2018-06-01,Rab Dhuure,4.243281,43.21162
2018-07-01,Rab Dhuure,4.243281,43.21162
2018-08-01,Rab Dhuure,4.243281,43.21162
2018-09-01,Rab Dhuure,4.243281,43.21162
2018-10-01,Rab Dhuure,4.243281,43.21162
2018-11-01,Rab Dhuure,4.243281,43.21162
2018-12-01,Rab Dhuure,4.243281,43.21162
2019-01-01,Rab Dhuure,4.243281,43.21162
2019-02-01,Rab Dhuure,4.243281,43.21162
2019-03-01,Rab Dhuure,4.243281,43.21162
2019-04-01,Rab Dhuure,4.243281,43.21162
2019-05-01,Rab Dhuure,4.243281,43.21162
2019-06-01,Rab Dhuure,4.243281,43.21162
2019-07-01,Rab Dhuure,4.243281,43.21162
2019-08-01,Rab Dhuure,4.243281,43.21162
2019-09-01,Rab Dhuure,4.243281,43.21162
2019-10-01,Rab Dhuure,4.243281,43.21162
2019-11-01,Rab Dhuure,4.243281,43.21162
2019-12-01,Rab Dhuure,4.243281,43.21162
2020-01-01,Rab Dhuure,4.243281,43.21162
2020-02-01,Rab Dhuure,4.243281,43.21162
2016-02-01,Saakow,1.628627,42.06274000000001
2016-03-01,Saakow,1.628627,42.06274000000001
2016-04-01,Saakow,1.628627,42.06274000000001
2016-05-01,Saakow,1.628627,42.06274000000001
2016-06-01,Saakow,1.628627,42.06274000000001
2016-07-01,Saakow,1.628627,42.06274000000001
2016-08-01,Saakow,1.628627,42.06274000000001
2016-09-01,Saakow,1.628627,42.06274000000001
2016-10-01,Saakow,1.628627,42.06274000000001
2016-11-01,Saakow,1.628627,42.06274000000001
2016-12-01,Saakow,1.628627,42.06274000000001
2017-01-01,Saakow,1.628627,42.06274000000001
2017-02-01,Saakow,1.628627,42.06274000000001
2017-03-01,Saakow,1.628627,42.06274000000001
2017-04-01,Saakow,1.628627,42.06274000000001
2017-05-01,Saakow,1.628627,42.06274000000001
2017-06-01,Saakow,1.628627,42.06274000000001
2017-07-01,Saakow,1.628627,42.06274000000001
2017-08-01,Saakow,1.628627,42.06274000000001
2017-09-01,Saakow,1.628627,42.06274000000001
2017-10-01,Saakow,1.628627,42.06274000000001
2017-11-01,Saakow,1.628627,42.06274000000001
2017-12-01,Saakow,1.628627,42.06274000000001
2018-01-01,Saakow,1.628627,42.06274000000001
2018-02-01,Saakow,1.628627,42.06274000000001
2018-03-01,Saakow,1.628627,42.06274000000001
2018-04-01,Saakow,1.628627,42.06274000000001
2018-05-01,Saakow,1.628627,42.06274000000001
2018-06-01,Saakow,1.628627,42.06274000000001
2018-07-01,Saakow,1.628627,42.06274000000001
2018-08-01,Saakow,1.628627,42.06274000000001
2018-09-01,Saakow,1.628627,42.06274000000001
2018-10-01,Saakow,1.628627,42.06274000000001
2018-11-01,Saakow,1.628627,42.06274000000001
2018-12-01,Saakow,1.628627,42.06274000000001
2019-01-01,Saakow,1.628627,42.06274000000001
2019-02-01,Saakow,1.628627,42.06274000000001
2019-03-01,Saakow,1.628627,42.06274000000001
2019-04-01,Saakow,1.628627,42.06274000000001
2019-05-01,Saakow,1.628627,42.06274000000001
2019-06-01,Saakow,1.628627,42.06274000000001
2019-07-01,Saakow,1.628627,42.06274000000001
2019-08-01,Saakow,1.628627,42.06274000000001
2019-09-01,Saakow,1.628627,42.06274000000001
2019-10-01,Saakow,1.628627,42.06274000000001
2019-11-01,Saakow,1.628627,42.06274000000001
2019-12-01,Saakow,1.628627,42.06274000000001
2020-01-01,Saakow,1.628627,42.06274000000001
2020-02-01,Saakow,1.628627,42.06274000000001
2016-02-01,Sablaale,1.383262,43.52054
2016-03-01,Sablaale,1.383262,43.52054
2016-04-01,Sablaale,1.383262,43.52054
2016-05-01,Sablaale,1.383262,43.52054
2016-06-01,Sablaale,1.383262,43.52054
2016-07-01,Sablaale,1.383262,43.52054
2016-08-01,Sablaale,1.383262,43.52054
2016-09-01,Sablaale,1.383262,43.52054
2016-10-01,Sablaale,1.383262,43.52054
2016-11-01,Sablaale,1.383262,43.52054
2016-12-01,Sablaale,1.383262,43.52054
2017-01-01,Sablaale,1.383262,43.52054
2017-02-01,Sablaale,1.383262,43.52054
2017-03-01,Sablaale,1.383262,43.52054
2017-04-01,Sablaale,1.383262,43.52054
2017-05-01,Sablaale,1.383262,43.52054
2017-06-01,Sablaale,1.383262,43.52054
2017-07-01,Sablaale,1.383262,43.52054
2017-08-01,Sablaale,1.383262,43.52054
2017-09-01,Sablaale,1.383262,43.52054
2017-10-01,Sablaale,1.383262,43.52054
2017-11-01,Sablaale,1.383262,43.52054
2017-12-01,Sablaale,1.383262,43.52054
2018-01-01,Sablaale,1.383262,43.52054
2018-02-01,Sablaale,1.383262,43.52054
2018-03-01,Sablaale,1.383262,43.52054
2018-04-01,Sablaale,1.383262,43.52054
2018-05-01,Sablaale,1.383262,43.52054
2018-06-01,Sablaale,1.383262,43.52054
2018-07-01,Sablaale,1.383262,43.52054
2018-08-01,Sablaale,1.383262,43.52054
2018-09-01,Sablaale,1.383262,43.52054
2018-10-01,Sablaale,1.383262,43.52054
2018-11-01,Sablaale,1.383262,43.52054
2018-12-01,Sablaale,1.383262,43.52054
2019-01-01,Sablaale,1.383262,43.52054
2019-02-01,Sablaale,1.383262,43.52054
2019-03-01,Sablaale,1.383262,43.52054
2019-04-01,Sablaale,1.383262,43.52054
2019-05-01,Sablaale,1.383262,43.52054
2019-06-01,Sablaale,1.383262,43.52054
2019-07-01,Sablaale,1.383262,43.52054
2019-08-01,Sablaale,1.383262,43.52054
2019-09-01,Sablaale,1.383262,43.52054
2019-10-01,Sablaale,1.383262,43.52054
2019-11-01,Sablaale,1.383262,43.52054
2019-12-01,Sablaale,1.383262,43.52054
2020-01-01,Sablaale,1.383262,43.52054
2020-02-01,Sablaale,1.383262,43.52054
2016-02-01,Sheikh,9.992453,45.42914
2016-03-01,Sheikh,9.992453,45.42914
2016-04-01,Sheikh,9.992453,45.42914
2016-05-01,Sheikh,9.992453,45.42914
2016-06-01,Sheikh,9.992453,45.42914
2016-07-01,Sheikh,9.992453,45.42914
2016-08-01,Sheikh,9.992453,45.42914
2016-09-01,Sheikh,9.992453,45.42914
2016-10-01,Sheikh,9.992453,45.42914
2016-11-01,Sheikh,9.992453,45.42914
2016-12-01,Sheikh,9.992453,45.42914
2017-01-01,Sheikh,9.992453,45.42914
2017-02-01,Sheikh,9.992453,45.42914
2017-03-01,Sheikh,9.992453,45.42914
2017-04-01,Sheikh,9.992453,45.42914
2017-05-01,Sheikh,9.992453,45.42914
2017-06-01,Sheikh,9.992453,45.42914
2017-07-01,Sheikh,9.992453,45.42914
2017-08-01,Sheikh,9.992453,45.42914
2017-09-01,Sheikh,9.992453,45.42914
2017-10-01,Sheikh,9.992453,45.42914
2017-11-01,Sheikh,9.992453,45.42914
2017-12-01,Sheikh,9.992453,45.42914
2018-01-01,Sheikh,9.992453,45.42914
2018-02-01,Sheikh,9.992453,45.42914
2018-03-01,Sheikh,9.992453,45.42914
2018-04-01,Sheikh,9.992453,45.42914
2018-05-01,Sheikh,9.992453,45.42914
2018-06-01,Sheikh,9.992453,45.42914
2018-07-01,Sheikh,9.992453,45.42914
2018-08-01,Sheikh,9.992453,45.42914
2018-09-01,Sheikh,9.992453,45.42914
2018-10-01,Sheikh,9.992453,45.42914
2018-11-01,Sheikh,9.992453,45.42914
2018-12-01,Sheikh,9.992453,45.42914
2019-01-01,Sheikh,9.992453,45.42914
2019-02-01,Sheikh,9.992453,45.42914
2019-03-01,Sheikh,9.992453,45.42914
2019-04-01,Sheikh,9.992453,45.42914
2019-05-01,Sheikh,9.992453,45.42914
2019-06-01,Sheikh,9.992453,45.42914
2019-07-01,Sheikh,9.992453,45.42914
2019-08-01,Sheikh,9.992453,45.42914
2019-09-01,Sheikh,9.992453,45.42914
2019-10-01,Sheikh,9.992453,45.42914
2019-11-01,Sheikh,9.992453,45.42914
2019-12-01,Sheikh,9.992453,45.42914
2020-01-01,Sheikh,9.992453,45.42914
2020-02-01,Sheikh,9.992453,45.42914
2016-02-01,Taleex,9.179458,48.54122
2016-03-01,Taleex,9.179458,48.54122
2016-04-01,Taleex,9.179458,48.54122
2016-05-01,Taleex,9.179458,48.54122
2016-06-01,Taleex,9.179458,48.54122
2016-07-01,Taleex,9.179458,48.54122
2016-08-01,Taleex,9.179458,48.54122
2016-09-01,Taleex,9.179458,48.54122
2016-10-01,Taleex,9.179458,48.54122
2016-11-01,Taleex,9.179458,48.54122
2016-12-01,Taleex,9.179458,48.54122
2017-01-01,Taleex,9.179458,48.54122
2017-02-01,Taleex,9.179458,48.54122
2017-03-01,Taleex,9.179458,48.54122
2017-04-01,Taleex,9.179458,48.54122
2017-05-01,Taleex,9.179458,48.54122
2017-06-01,Taleex,9.179458,48.54122
2017-07-01,Taleex,9.179458,48.54122
2017-08-01,Taleex,9.179458,48.54122
2017-09-01,Taleex,9.179458,48.54122
2017-10-01,Taleex,9.179458,48.54122
2017-11-01,Taleex,9.179458,48.54122
2017-12-01,Taleex,9.179458,48.54122
2018-01-01,Taleex,9.179458,48.54122
2018-02-01,Taleex,9.179458,48.54122
2018-03-01,Taleex,9.179458,48.54122
2018-04-01,Taleex,9.179458,48.54122
2018-05-01,Taleex,9.179458,48.54122
2018-06-01,Taleex,9.179458,48.54122
2018-07-01,Taleex,9.179458,48.54122
2018-08-01,Taleex,9.179458,48.54122
2018-09-01,Taleex,9.179458,48.54122
2018-10-01,Taleex,9.179458,48.54122
2018-11-01,Taleex,9.179458,48.54122
2018-12-01,Taleex,9.179458,48.54122
2019-01-01,Taleex,9.179458,48.54122
2019-02-01,Taleex,9.179458,48.54122
2019-03-01,Taleex,9.179458,48.54122
2019-04-01,Taleex,9.179458,48.54122
2019-05-01,Taleex,9.179458,48.54122
2019-06-01,Taleex,9.179458,48.54122
2019-07-01,Taleex,9.179458,48.54122
2019-08-01,Taleex,9.179458,48.54122
2019-09-01,Taleex,9.179458,48.54122
2019-10-01,Taleex,9.179458,48.54122
2019-11-01,Taleex,9.179458,48.54122
2019-12-01,Taleex,9.179458,48.54122
2020-01-01,Taleex,9.179458,48.54122
2020-02-01,Taleex,9.179458,48.54122
2016-02-01,Tayeeglow,3.835937,44.52907
2016-03-01,Tayeeglow,3.835937,44.52907
2016-04-01,Tayeeglow,3.835937,44.52907
2016-05-01,Tayeeglow,3.835937,44.52907
2016-06-01,Tayeeglow,3.835937,44.52907
2016-07-01,Tayeeglow,3.835937,44.52907
2016-08-01,Tayeeglow,3.835937,44.52907
2016-09-01,Tayeeglow,3.835937,44.52907
2016-10-01,Tayeeglow,3.835937,44.52907
2016-11-01,Tayeeglow,3.835937,44.52907
2016-12-01,Tayeeglow,3.835937,44.52907
2017-01-01,Tayeeglow,3.835937,44.52907
2017-02-01,Tayeeglow,3.835937,44.52907
2017-03-01,Tayeeglow,3.835937,44.52907
2017-04-01,Tayeeglow,3.835937,44.52907
2017-05-01,Tayeeglow,3.835937,44.52907
2017-06-01,Tayeeglow,3.835937,44.52907
2017-07-01,Tayeeglow,3.835937,44.52907
2017-08-01,Tayeeglow,3.835937,44.52907
2017-09-01,Tayeeglow,3.835937,44.52907
2017-10-01,Tayeeglow,3.835937,44.52907
2017-11-01,Tayeeglow,3.835937,44.52907
2017-12-01,Tayeeglow,3.835937,44.52907
2018-01-01,Tayeeglow,3.835937,44.52907
2018-02-01,Tayeeglow,3.835937,44.52907
2018-03-01,Tayeeglow,3.835937,44.52907
2018-04-01,Tayeeglow,3.835937,44.52907
2018-05-01,Tayeeglow,3.835937,44.52907
2018-06-01,Tayeeglow,3.835937,44.52907
2018-07-01,Tayeeglow,3.835937,44.52907
2018-08-01,Tayeeglow,3.835937,44.52907
2018-09-01,Tayeeglow,3.835937,44.52907
2018-10-01,Tayeeglow,3.835937,44.52907
2018-11-01,Tayeeglow,3.835937,44.52907
2018-12-01,Tayeeglow,3.835937,44.52907
2019-01-01,Tayeeglow,3.835937,44.52907
2019-02-01,Tayeeglow,3.835937,44.52907
2019-03-01,Tayeeglow,3.835937,44.52907
2019-04-01,Tayeeglow,3.835937,44.52907
2019-05-01,Tayeeglow,3.835937,44.52907
2019-06-01,Tayeeglow,3.835937,44.52907
2019-07-01,Tayeeglow,3.835937,44.52907
2019-08-01,Tayeeglow,3.835937,44.52907
2019-09-01,Tayeeglow,3.835937,44.52907
2019-10-01,Tayeeglow,3.835937,44.52907
2019-11-01,Tayeeglow,3.835937,44.52907
2019-12-01,Tayeeglow,3.835937,44.52907
2020-01-01,Tayeeglow,3.835937,44.52907
2020-02-01,Tayeeglow,3.835937,44.52907
2016-02-01,Waajid,3.81645,43.43285
2016-03-01,Waajid,3.81645,43.43285
2016-04-01,Waajid,3.81645,43.43285
2016-05-01,Waajid,3.81645,43.43285
2016-06-01,Waajid,3.81645,43.43285
2016-07-01,Waajid,3.81645,43.43285
2016-08-01,Waajid,3.81645,43.43285
2016-09-01,Waajid,3.81645,43.43285
2016-10-01,Waajid,3.81645,43.43285
2016-11-01,Waajid,3.81645,43.43285
2016-12-01,Waajid,3.81645,43.43285
2017-01-01,Waajid,3.81645,43.43285
2017-02-01,Waajid,3.81645,43.43285
2017-03-01,Waajid,3.81645,43.43285
2017-04-01,Waajid,3.81645,43.43285
2017-05-01,Waajid,3.81645,43.43285
2017-06-01,Waajid,3.81645,43.43285
2017-07-01,Waajid,3.81645,43.43285
2017-08-01,Waajid,3.81645,43.43285
2017-09-01,Waajid,3.81645,43.43285
2017-10-01,Waajid,3.81645,43.43285
2017-11-01,Waajid,3.81645,43.43285
2017-12-01,Waajid,3.81645,43.43285
2018-01-01,Waajid,3.81645,43.43285
2018-02-01,Waajid,3.81645,43.43285
2018-03-01,Waajid,3.81645,43.43285
2018-04-01,Waajid,3.81645,43.43285
2018-05-01,Waajid,3.81645,43.43285
2018-06-01,Waajid,3.81645,43.43285
2018-07-01,Waajid,3.81645,43.43285
2018-08-01,Waajid,3.81645,43.43285
2018-09-01,Waajid,3.81645,43.43285
2018-10-01,Waajid,3.81645,43.43285
2018-11-01,Waajid,3.81645,43.43285
2018-12-01,Waajid,3.81645,43.43285
2019-01-01,Waajid,3.81645,43.43285
2019-02-01,Waajid,3.81645,43.43285
2019-03-01,Waajid,3.81645,43.43285
2019-04-01,Waajid,3.81645,43.43285
2019-05-01,Waajid,3.81645,43.43285
2019-06-01,Waajid,3.81645,43.43285
2019-07-01,Waajid,3.81645,43.43285
2019-08-01,Waajid,3.81645,43.43285
2019-09-01,Waajid,3.81645,43.43285
2019-10-01,Waajid,3.81645,43.43285
2019-11-01,Waajid,3.81645,43.43285
2019-12-01,Waajid,3.81645,43.43285
2020-01-01,Waajid,3.81645,43.43285
2020-02-01,Waajid,3.81645,43.43285
2016-02-01,Wanla Weyn,2.791644,44.90647
2016-03-01,Wanla Weyn,2.791644,44.90647
2016-04-01,Wanla Weyn,2.791644,44.90647
2016-05-01,Wanla Weyn,2.791644,44.90647
2016-06-01,Wanla Weyn,2.791644,44.90647
2016-07-01,Wanla Weyn,2.791644,44.90647
2016-08-01,Wanla Weyn,2.791644,44.90647
2016-09-01,Wanla Weyn,2.791644,44.90647
2016-10-01,Wanla Weyn,2.791644,44.90647
2016-11-01,Wanla Weyn,2.791644,44.90647
2016-12-01,Wanla Weyn,2.791644,44.90647
2017-01-01,Wanla Weyn,2.791644,44.90647
2017-02-01,Wanla Weyn,2.791644,44.90647
2017-03-01,Wanla Weyn,2.791644,44.90647
2017-04-01,Wanla Weyn,2.791644,44.90647
2017-05-01,Wanla Weyn,2.791644,44.90647
2017-06-01,Wanla Weyn,2.791644,44.90647
2017-07-01,Wanla Weyn,2.791644,44.90647
2017-08-01,Wanla Weyn,2.791644,44.90647
2017-09-01,Wanla Weyn,2.791644,44.90647
2017-10-01,Wanla Weyn,2.791644,44.90647
2017-11-01,Wanla Weyn,2.791644,44.90647
2017-12-01,Wanla Weyn,2.791644,44.90647
2018-01-01,Wanla Weyn,2.791644,44.90647
2018-02-01,Wanla Weyn,2.791644,44.90647
2018-03-01,Wanla Weyn,2.791644,44.90647
2018-04-01,Wanla Weyn,2.791644,44.90647
2018-05-01,Wanla Weyn,2.791644,44.90647
2018-06-01,Wanla Weyn,2.791644,44.90647
2018-07-01,Wanla Weyn,2.791644,44.90647
2018-08-01,Wanla Weyn,2.791644,44.90647
2018-09-01,Wanla Weyn,2.791644,44.90647
2018-10-01,Wanla Weyn,2.791644,44.90647
2018-11-01,Wanla Weyn,2.791644,44.90647
2018-12-01,Wanla Weyn,2.791644,44.90647
2019-01-01,Wanla Weyn,2.791644,44.90647
2019-02-01,Wanla Weyn,2.791644,44.90647
2019-03-01,Wanla Weyn,2.791644,44.90647
2019-04-01,Wanla Weyn,2.791644,44.90647
2019-05-01,Wanla Weyn,2.791644,44.90647
2019-06-01,Wanla Weyn,2.791644,44.90647
2019-07-01,Wanla Weyn,2.791644,44.90647
2019-08-01,Wanla Weyn,2.791644,44.90647
2019-09-01,Wanla Weyn,2.791644,44.90647
2019-10-01,Wanla Weyn,2.791644,44.90647
2019-11-01,Wanla Weyn,2.791644,44.90647
2019-12-01,Wanla Weyn,2.791644,44.90647
2020-01-01,Wanla Weyn,2.791644,44.90647
2020-02-01,Wanla Weyn,2.791644,44.90647
2016-02-01,Xarardheere,4.793407,47.83268
2016-03-01,Xarardheere,4.793407,47.83268
2016-04-01,Xarardheere,4.793407,47.83268
2016-05-01,Xarardheere,4.793407,47.83268
2016-06-01,Xarardheere,4.793407,47.83268
2016-07-01,Xarardheere,4.793407,47.83268
2016-08-01,Xarardheere,4.793407,47.83268
2016-09-01,Xarardheere,4.793407,47.83268
2016-10-01,Xarardheere,4.793407,47.83268
2016-11-01,Xarardheere,4.793407,47.83268
2016-12-01,Xarardheere,4.793407,47.83268
2017-01-01,Xarardheere,4.793407,47.83268
2017-02-01,Xarardheere,4.793407,47.83268
2017-03-01,Xarardheere,4.793407,47.83268
2017-04-01,Xarardheere,4.793407,47.83268
2017-05-01,Xarardheere,4.793407,47.83268
2017-06-01,Xarardheere,4.793407,47.83268
2017-07-01,Xarardheere,4.793407,47.83268
